Body Name,Service Area,Expense Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
TfGM,Transport,Vehicle Repairs & Maintenance,04/10/2016,5100100496,"1,705.00",DIGITECH CCTV
TfGM,Transport,Capital Costs - Legal Services,04/10/2016,5100100808,"1,510.00",DLA PIPER UK LLP
TfGM,Transport,Print & Media,04/10/2016,5100100459,"1,400.00",DST OUTPUT (Nottingham) LTD
TfGM,Transport,Professional Services,04/10/2016,5100100838,"4,800.00",EDGERTON MANAGEMENT SERVICES LTD
TfGM,Transport,Professional Services,04/10/2016,5100100892,"4,800.00",EDGERTON MANAGEMENT SERVICES LTD
TfGM,Transport,Print & Media,04/10/2016,5100100405,683.25,ETMSS LTD
TfGM,Transport,Smart Ticketing,04/10/2016,5100100497,"7,552.50",EXPERIS LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,04/10/2016,5100100498,"12,300.00",EXPERIS LTD
TfGM,Transport,IS Support Services,04/10/2016,5100100499,"9,411.60",EXPERIS LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,04/10/2016,5100100500,"1,235.28",EXPERIS LTD
TfGM,Transport,Capital Costs - IS Support Services,04/10/2016,5100100501,"7,225.00",EXPERIS LTD
TfGM,Transport,Property & Equipment Maintenance,04/10/2016,5100100798,"3,541.19",FES FM LTD
TfGM,Transport,Business Case Development,04/10/2016,5100100752,"5,120.00",JACOBS UK LTD
TfGM,Transport,Sustainable Transport Support Services,04/10/2016,5100100753,"1,518.75",JACOBS UK LTD
TfGM,Transport,Print & Media,04/10/2016,5100100817,913.7,JILL JENNINGS
TfGM,Transport,Human Resource Services,04/10/2016,5100099934,"1,500.00",JOBS THE WORD
TfGM,Transport,Print & Media,04/10/2016,5100100947,434,KIND CREATIVE LTD
TfGM,Transport,Print & Media,04/10/2016,5100100948,896,KIND CREATIVE LTD
TfGM,Transport,Print & Media,04/10/2016,5100100761,840,KREATIVE BOMB LIMITED
TfGM,Transport,Business Case Development,04/10/2016,5100100872,"1,640.40",LAMBERT SMITH HAMPTON
TfGM,Transport,Property Support Services,04/10/2016,5100100383,"5,036.72",LESLIE ROBERTS AND CO LTD
TfGM,Transport,Programme and Project Management Services,04/10/2016,5100100400,"9,964.94",LOCAL PARTNERSHIPS LLP
TfGM,Transport,Other Operational Costs,04/10/2016,5100100791,689.56,LTT VENDING LTD
TfGM,Transport,Research Services,04/10/2016,5100100494,"12,614.00",MANCHESTER CITY COUNCIL
TfGM,Transport,Print & Media,04/10/2016,5100100885,458,MANCHESTER CITY COUNCIL
TfGM,Corporate Services,Procurement Services,04/10/2016,5100100402,"8,000.00",MATCHTECH GROUP PLC
TfGM,Transport,Print & Media,04/10/2016,5100100793,"1,740.00",MIDESIGN
TfGM,Transport,Capital Costs - Legal Services,04/10/2016,5100100986,"3,804.50",MILLS & REEVE
TfGM,Transport,Capital Costs - Programme and Project Management Services,04/10/2016,5100100260,"1,988.75",MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Programme and Project Management Services,04/10/2016,5100100262,"1,741.50",MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Programme and Project Management Services,04/10/2016,5100100263,"1,664.00",MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Programme and Project Management Services,04/10/2016,5100100265,"2,000.00",MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Programme and Project Management Services,04/10/2016,5100100266,"3,483.00",MORSON INTERNATIONAL
TfGM,Corporate Services,IS Support Services,04/10/2016,5100100267,"2,284.40",MORSON INTERNATIONAL
TfGM,Transport,Business Case Development,04/10/2016,5100100116,"16,904.85",MOTT MACDONALD LTD
TfGM,Transport,Capital Costs - Design Support Services,04/10/2016,5100100880,"2,984.05",MOTT MACDONALD LTD
TfGM,Transport,Capital Costs - Design Support Services,04/10/2016,5100100881,"3,711.75",MOTT MACDONALD LTD
TfGM,Transport,Metrolink Operating Costs,04/10/2016,5100100543,"407,400.00",MPACT THALES
TfGM,Transport,Capital Costs - IS Software & Maintenance,04/10/2016,5100100519,"1,965.60",OMNIBUS
TfGM,Transport,Print & Media,04/10/2016,5100099912,"4,810.00",PARAGON PRINT AND MARKETING SOLUTIO
TfGM,Transport,Heavy Rail Support Services,04/10/2016,5100100384,"3,850.00",PARITY PROFESSIONALS LTD
TfGM,Transport,Traffic and Transportation Surveys,04/10/2016,5100100482,"1,242.00",PLUSWORK LTD
TfGM,Transport,Temporary Vacancy Cover,04/10/2016,5100100483,"1,098.72",PLUSWORK LTD
TfGM,Transport,Traffic and Transportation Surveys,04/10/2016,5100100727,590.25,PLUSWORK LTD
TfGM,Transport,Cycling Support Services,04/10/2016,5100100870,"1,350.00",POSITIVE STEPS
TfGM,Transport,Capital Costs - Programme and Project Management Services,04/10/2016,5100100751,"1,105.50",PRACTICUS LIMITED
TfGM,Transport,Temporary Vacancy Cover,04/10/2016,5100100853,"2,970.00",PWS TECHNICAL SERVICES (UK) LIMITED
TfGM,Corporate Services,IS Software & Maintenance,04/10/2016,5100100423,"15,000.00",SEC1 LTD
TfGM,Transport,Capital Costs - Print & Media,04/10/2016,5100100833,829.94,SERVICEPOINT UK
TfGM,Transport,Capital Costs - Print & Media,04/10/2016,5100100840,660,SERVICEPOINT UK
TfGM,Transport,Traffic Signal Works,04/10/2016,5100100452,"19,224.92",SIEMENS PLC
TfGM,Transport,Traffic Signal Works,04/10/2016,5100100508,"23,333.88",SIEMENS PLC
TfGM,Transport,Traffic Signal Works,04/10/2016,5100100510,"54,077.99",SIEMENS PLC
TfGM,Transport,Traffic Signal Works,04/10/2016,5100100722,"25,701.44",SIEMENS PLC
TfGM,Transport,Traffic Signal Works,04/10/2016,5100100723,"2,721.80",SIEMENS PLC
TfGM,Transport,Traffic Signal Works,04/10/2016,5100100725,"2,721.80",SIEMENS PLC
TfGM,Transport,Traffic Signal Works,04/10/2016,5100100799,"-21,589.80",SIEMENS PLC
TfGM,Corporate Services,Procurement Services,04/10/2016,5100100903,"11,550.00",SIMPLY UMBRELLA SERVICES LIMITED
TfGM,Transport,Utilities & Energy,04/10/2016,1900049775,"1,100.09",UNITED UTILITIES WATER PLC
TfGM,Transport,Capital Costs - Software Support Services,04/10/2016,5100097532,"99,507.50",VALTECH LTD
TfGM,Transport,Capital Costs - Software Support Services,04/10/2016,5100098352,"143,102.50",VALTECH LTD
TfGM,Transport,Telecommunications,04/10/2016,5100100794,"1,827.49",VODAFONE CONNECT LTD
TfGM,Transport,Telecommunications,04/10/2016,5100100871,"1,837.24",VODAFONE CONNECT LTD
TfGM,Corporate Services,Procurement Services,04/10/2016,5100100153,"6,496.35",WSP UK LTD
TfGM,Transport,Vehicle Costs,05/10/2016,1200041009,603.85,ALLSTAR
TfGM,Transport,Programme and Project Management Services,07/10/2016,1900049809,"14,000.00",BLACC LLP
TfGM,Transport,Programme and Project Management Services,07/10/2016,5100101208,"10,500.00",BLACC LLP
TfGM,Transport,Capital Costs - Project Support Services,10/10/2016,5100100001,"6,000.00",AECOM LTD
TfGM,Transport,Cycling Support Services,10/10/2016,5100100795,"3,601.25",AECOM LTD
TfGM,Transport,Project Support Services,10/10/2016,5100100856,"42,862.50",ARCADIS LLP
TfGM,Transport,Print & Media,10/10/2016,5100100269,721.36,ASHTONS SHEFFIELD LTD
TfGM,Transport,Print & Media,10/10/2016,5100100875,"2,175.00",ASTRA SIGNS
TfGM,Transport,Capital Costs - Design Support Services,10/10/2016,5100100340,"1,653.08",ATKINS CONSULTANTS LTD
TfGM,Transport,Print & Media,10/10/2016,5100100777,"1,200.00",AURA GRAPHICS LIMITED
TfGM,Transport,Driver Intervention Course Delivery Costs,10/10/2016,5100101195,"1,750.40",B DAVIES
TfGM,Transport,Business Case Development,10/10/2016,5100101018,"11,900.00",BEN GILLIGAN ASSOCIATES LTD
TfGM,Transport,Legal Services,10/10/2016,5100099068,"1,624.50",BIRCHAM DYSON BELL
TfGM,Transport,Capital Costs - Legal Services,10/10/2016,5100099881,"1,583.00",BIRCHAM DYSON BELL
TfGM,Transport,Capital Costs - Legal Services,10/10/2016,5100099955,"1,482.00",BIRCHAM DYSON BELL
TfGM,Transport,Legal Services,10/10/2016,5100101204,"2,755.50",BIRCHAM DYSON BELL
TfGM,Transport,Programme and Project Management Services,10/10/2016,5100101211,"7,700.00",BLACC LLP
TfGM,Transport,Print & Media,10/10/2016,5100100748,814.72,BLUETREE DESIGN AND PRINT LTD
TfGM,Transport,Print & Media,10/10/2016,5100100749,"1,031.00",BLUETREE DESIGN AND PRINT LTD
TfGM,Transport,Print & Media,10/10/2016,5100100750,582.07,BLUETREE DESIGN AND PRINT LTD
TfGM,Transport,Print & Media,10/10/2016,5100100771,645.95,BLUETREE DESIGN AND PRINT LTD
TfGM,Transport,Print & Media,10/10/2016,5100100457,"1,365.00",BOSS DIRECT
TfGM,Transport,IS Support Services,10/10/2016,5100099073,"4,500.00",BT PLC
TfGM,Transport,Print & Media,10/10/2016,5100101163,"1,456.01",CARAT MEDIA UK LIMITED
TfGM,Transport,Print & Media,10/10/2016,5100101164,"2,271.27",CARAT MEDIA UK LIMITED
TfGM,Transport,Print & Media,10/10/2016,5100101165,"12,586.17",CARAT MEDIA UK LIMITED
TfGM,Transport,Print & Media,10/10/2016,5100101167,"2,033.62",CARAT MEDIA UK LIMITED
TfGM,Transport,Print & Media,10/10/2016,5100101172,"6,260.25",CARAT MEDIA UK LIMITED
TfGM,Transport,Print & Media,10/10/2016,5100101173,595.6,CARAT MEDIA UK LIMITED
TfGM,Transport,Print & Media,10/10/2016,5100101176,"2,002.79",CARAT MEDIA UK LIMITED
TfGM,Transport,Print & Media,10/10/2016,5100101178,"5,836.43",CARAT MEDIA UK LIMITED
TfGM,Transport,Cycle Training Scheme,10/10/2016,5100100003,"1,779.00",CERA LTD
TfGM,Transport,Cycle Training Scheme,10/10/2016,5100100329,"1,260.00",CERA LTD
TfGM,Transport,Cycling Support Services,10/10/2016,5100100330,"1,360.00",CERA LTD
TfGM,Transport,Cycle Training Scheme,10/10/2016,5100100331,593,CERA LTD
TfGM,Transport,Cycle Training Scheme,10/10/2016,5100100413,630,CERA LTD
TfGM,Transport,Print & Media,10/10/2016,5100100343,561,CESTRIAN
TfGM,Corporate Services,Payroll Support Services,10/10/2016,5100101036,925.02,CGI IT UK LTD
TfGM,Corporate Services,Employee Reimbursed Costs,10/10/2016,5100101251,424.45,CHILDCARE VOUCHERS LTD
TfGM,Corporate Services,Employee Reimbursed Costs,10/10/2016,5100101252,"12,127.11",CHILDCARE VOUCHERS LTD
TfGM,Transport,Urban Feasibility Support,10/10/2016,5100100285,"33,000.00",CITY ID
TfGM,Transport,Concessionary Reimbursement,10/10/2016,1900049799,713,COBRA (NW) LTD
TfGM,Transport,Professional Services,10/10/2016,5100101353,"2,350.69",COMMERCIAL STRATEGIES LTD
TfGM,Transport,Cycling Support Services,10/10/2016,5100099353,520,CYCLES RECYCLED CIC
TfGM,Corporate Services,Cyclescheme,10/10/2016,5100101115,749.99,CYCLESCHEME LTD
TfGM,Transport,Cycle Training Scheme,10/10/2016,5100100535,"1,715.00",DAVID TRAINOR T/A REVOLVEMCR
TfGM,Transport,Business Case Development,10/10/2016,5100100789,"6,675.00",DELOITTE LLP
TfGM,Transport,Capital Costs - Legal Services,10/10/2016,5100101240,"3,888.50",DLA PIPER UK LLP
TfGM,Transport,Card Management Services,10/10/2016,5100099381,"9,580.52",ESP SYSTEX LTD
TfGM,Transport,Card Management Services,10/10/2016,5100100417,"3,315.00",ESP SYSTEX LTD
TfGM,Transport,Card Management Services,10/10/2016,5100100570,"1,747.79",ESP SYSTEX LTD
TfGM,Transport,Card Management Services,10/10/2016,5100100571,"1,766.70",ESP SYSTEX LTD
TfGM,Transport,Property & Equipment Maintenance,10/10/2016,5100101027,"3,976.61",FES FM LTD
TfGM,Transport,Property & Equipment Maintenance,10/10/2016,5100101028,"9,166.67",FES FM LTD
TfGM,Transport,Property & Equipment Maintenance,10/10/2016,5100101029,"8,498.47",FES FM LTD
TfGM,Transport,Capital Costs - Ancillary Construction Costs,10/10/2016,5100100273,"3,050.68",GEMMA LIGHTING LTD
TfGM,Transport,Concessionary Reimbursement,10/10/2016,1900049523,523,GMATL
TfGM,Transport,"Rent, Rates & Service Charges",10/10/2016,5100100781,"17,417.16",GMATL
TfGM,Corporate Services,Audit and Financial Services,10/10/2016,5100100895,"10,932.50",GRANT THORNTON
TfGM,Transport,Concessionary Reimbursement,10/10/2016,1900049796,"1,224.00",H SHAKERI T/A EUROLYNX TAXIS
TfGM,Transport,Temporary Vacancy Cover,10/10/2016,1900049774,"5,670.06",HAYS SPECIALIST RECRUITMENT LTD
TfGM,Transport,Financial and Commercial Support Services,10/10/2016,5100100251,796.5,HAYS SPECIALIST RECRUITMENT LTD
TfGM,Corporate Services,IS Support and Licences,10/10/2016,5100100768,"9,491.72",IGROUP LTD
TfGM,Corporate Services,IS Support Services,10/10/2016,5100100757,720,INTERCONNECT NETWORK SYSTEMS LTD
TfGM,Transport,Print & Media,10/10/2016,5100100746,740,INTREPIDFISH  LIMITED
TfGM,Transport,Business Case Development,10/10/2016,5100101352,"11,775.00",KLF CONSULTANCY LTD
TfGM,Corporate Services,IS Support Services,10/10/2016,5100101239,"17,498.51",KONICA MINOLTA (UK)
TfGM,Corporate Services,Financial and Commercial Support Services,10/10/2016,5100101103,847,KPMG
TfGM,Transport,Print & Media,10/10/2016,5100101236,"1,500.00",Lesley Chalmers Photography
TfGM,Transport,Human Resource Services,10/10/2016,5100101297,"2,139.00",LINKEDIN
TfGM,Transport,"Capital Costs - Rent, Rates & Service Charges",10/10/2016,1900049679,"6,373.75",MANCHESTER CITY COUNCIL
TfGM,Transport,Training,10/10/2016,5100100983,995,MANCHESTER COLLEGE
TfGM,Transport,Security Services,10/10/2016,5100100989,"1,005.66",MARPOL SECURITY LIMITED
TfGM,Transport,Capital Costs - Engineering Support Services,10/10/2016,5100100563,"2,400.00",MASON LTD
TfGM,Transport,Property & Equipment Maintenance,10/10/2016,5100095687,"7,435.51",METROLINK RATP DEV LTD
TfGM,Transport,Capital Costs - Ancillary Construction Costs,10/10/2016,5100096780,"37,053.65",METROLINK RATP DEV LTD
TfGM,Transport,Replacement Bus Services,10/10/2016,5100097042,"2,460.00",METROLINK RATP DEV LTD
TfGM,Transport,Print & Media,10/10/2016,5100099044,"1,415.00",METROLINK RATP DEV LTD
TfGM,Transport,Metrolink Operating Costs,10/10/2016,5100099045,"2,745.00",METROLINK RATP DEV LTD
TfGM,Transport,Metrolink Operating Costs,10/10/2016,5100100522,950,METROLINK RATP DEV LTD
TfGM,Transport,Metrolink Operating Costs,10/10/2016,5100100525,"29,295.00",METROLINK RATP DEV LTD
TfGM,Transport,Metrolink Operating Costs,10/10/2016,5100100527,"2,040.00",METROLINK RATP DEV LTD
TfGM,Transport,Property & Equipment Maintenance,10/10/2016,5100100529,"6,900.00",METROLINK RATP DEV LTD
TfGM,Transport,Metrolink Operating Costs,10/10/2016,5100100775,"18,768.17",METROLINK RATP DEV LTD
TfGM,Transport,Metrolink Operating Costs,10/10/2016,5100100904,"-1,120.00",METROLINK RATP DEV LTD
TfGM,Transport,Metrolink Operating Costs,10/10/2016,5100100907,"1,120.00",METROLINK RATP DEV LTD
TfGM,Transport,Security Services,10/10/2016,5100100909,"2,040.00",METROLINK RATP DEV LTD
TfGM,Transport,Security Services,10/10/2016,5100100910,"2,040.00",METROLINK RATP DEV LTD
TfGM,Transport,Security Services,10/10/2016,5100100911,"2,040.00",METROLINK RATP DEV LTD
TfGM,Transport,Metrolink Operating Costs,10/10/2016,5100100913,"22,112.82",METROLINK RATP DEV LTD
TfGM,Transport,Metrolink Operating Costs,10/10/2016,5100100914,"2,040.00",METROLINK RATP DEV LTD
TfGM,Transport,Metrolink Operating Costs,10/10/2016,5100100917,800,METROLINK RATP DEV LTD
TfGM,Transport,Metrolink Operating Costs,10/10/2016,5100100918,"1,120.00",METROLINK RATP DEV LTD
TfGM,Transport,Metrolink Operating Costs,10/10/2016,5100100919,"1,120.00",METROLINK RATP DEV LTD
TfGM,Transport,Metrolink Operating Costs,10/10/2016,5100100920,"8,076.00",METROLINK RATP DEV LTD
TfGM,Transport,Metrolink Operating Costs,10/10/2016,5100100921,"50,400.00",METROLINK RATP DEV LTD
TfGM,Transport,Property & Equipment Maintenance,10/10/2016,5100100923,"1,551.25",METROLINK RATP DEV LTD
TfGM,Transport,Metrolink Operating Costs,10/10/2016,5100100926,"37,356.33",METROLINK RATP DEV LTD
TfGM,Transport,Print & Media,10/10/2016,5100100928,985,METROLINK RATP DEV LTD
TfGM,Transport,Metrolink Operating Costs,10/10/2016,5100100932,"37,800.00",METROLINK RATP DEV LTD
TfGM,Transport,Print & Media,10/10/2016,5100100997,888,METROLINK RATP DEV LTD
TfGM,Transport,Safety Support Services,10/10/2016,5100100999,"2,798.92",METROLINK RATP DEV LTD
TfGM,Transport,Safety Support Services,10/10/2016,5100101007,"5,605.12",METROLINK RATP DEV LTD
TfGM,Transport,Capital Costs - Project Support Services,10/10/2016,5100101008,"31,131.95",METROLINK RATP DEV LTD
TfGM,Transport,Metrolink Operating Costs,10/10/2016,5100101308,"2,040.00",METROLINK RATP DEV LTD
TfGM,Transport,Metrolink Operating Costs,10/10/2016,5100101310,"2,040.00",METROLINK RATP DEV LTD
TfGM,Transport,Business Case Development,10/10/2016,5100101071,"8,484.84",MICHAEL PAGE INTERNATIONAL RECRUITM
TfGM,Corporate Services,Temporary Vacancy Cover,10/10/2016,5100101072,"3,997.50",MICHAEL PAGE INTERNATIONAL RECRUITM
TfGM,Transport,Print & Media,10/10/2016,5100101192,870,MIDESIGN
TfGM,Transport,Driver Intervention Course Delivery Costs,10/10/2016,5100101350,"1,306.87",MILES AHEADDRIVER TRAINING LTD
TfGM,Transport,Business Case Development,10/10/2016,5100100304,"3,000.00",MONTAGU EVANS
TfGM,Transport,Mechanical & Engeneering Feasibility Support,10/10/2016,5100100776,"8,074.44",MOTT MACDONALD LTD
TfGM,Transport,Research Services,10/10/2016,5100101034,"9,357.92",MOTT MACDONALD LTD
TfGM,Transport,Property & Equipment Maintenance,10/10/2016,5100101104,"4,564.28",MOTT MACDONALD LTD
TfGM,Transport,Metrolink Operating Costs,10/10/2016,5100101216,"1,381.32",MPACT THALES
TfGM,Transport,Metrolink Operating Costs,10/10/2016,5100101218,922.44,MPACT THALES
TfGM,Transport,Metrolink Operating Costs,10/10/2016,5100101224,"22,902.32",MPACT THALES
TfGM,Transport,Metrolink Operating Costs,10/10/2016,5100101226,"14,861.88",MPACT THALES
TfGM,Transport,Metrolink Operating Costs,10/10/2016,5100101228,"6,030.16",MPACT THALES
TfGM,Transport,Property & Equipment Maintenance,10/10/2016,5100100454,"1,950.61",NOVUS PROPERTY SOLUTIONS LTD
TfGM,Transport,IS Support Services,10/10/2016,5100100666,"2,992.50",PETE SMART
TfGM,Transport,Driver Intervention Course Delivery Costs,10/10/2016,5100101152,"1,531.60",PETERS DRIVING SCHOOL
TfGM,Transport,Traffic and Transportation Surveys,10/10/2016,5100101203,"4,550.63",PLUSWORK LTD
TfGM,Transport,Traffic and Transportation Surveys,10/10/2016,5100101241,"4,853.47",PLUSWORK LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,10/10/2016,5100100773,"3,132.25",PRACTICUS LIMITED
TfGM,Transport,Heavy Rail Support Services,10/10/2016,5100100774,"6,360.00",PRACTICUS LIMITED
TfGM,Transport,Capital Costs - Project Support Services,10/10/2016,5100100933,"2,000.00",PRACTICUS LIMITED
TfGM,Transport,Temporary Vacancy Cover,10/10/2016,5100100943,"2,970.00",PWS TECHNICAL SERVICES (UK) LIMITED
TfGM,Transport,Capital Costs - Programme and Project Management Services,10/10/2016,5100101214,"2,117.50",PWS TECHNICAL SERVICES (UK) LIMITED
TfGM,Transport,Legal Services,10/10/2016,5100101031,"4,900.00",Rex Proctor & Partners
TfGM,Transport,Capital Costs - Computer and Communications Equipment,10/10/2016,5100100778,"16,390.88",RITTAL LIMITED
TfGM,Transport,Business Case Development,10/10/2016,5100100244,"2,650.00",Robert Walters Plc
TfGM,Transport,Smart Ticketing,10/10/2016,5100100246,"2,201.10",Robert Walters Plc
TfGM,Corporate Services,Temporary Vacancy Cover,10/10/2016,5100100247,701.63,Robert Walters Plc
TfGM,Transport,Temporary Vacancy Cover,10/10/2016,5100100248,768.86,Robert Walters Plc
TfGM,Transport,Temporary Vacancy Cover,10/10/2016,5100100633,"1,608.75",Robert Walters Plc
TfGM,Corporate Services,Temporary Vacancy Cover,10/10/2016,5100100842,"-1,019.00",Robert Walters Plc
TfGM,Corporate Services,IS Support Services,10/10/2016,5100101119,"2,000.00",Robert Walters Plc
TfGM,Transport,IS Support Services,10/10/2016,5100100744,"1,650.00",RULLION ENGINEERING LTD
TfGM,Transport,IS Support Services,10/10/2016,5100100745,"2,750.00",RULLION ENGINEERING LTD
TfGM,Transport,Traffic Signal Works,10/10/2016,5100100721,"31,668.30",SIEMENS PLC
TfGM,Transport,Traffic Signal Works,10/10/2016,5100100800,"3,016.83",SIEMENS PLC
TfGM,Transport,Traffic Signal Works,10/10/2016,5100100801,"69,374.40",SIEMENS PLC
TfGM,Transport,Traffic Signal Works,10/10/2016,5100100802,"9,221.76",SIEMENS PLC
TfGM,Transport,Traffic Signal Works,10/10/2016,5100100805,"6,127.39",SIEMENS PLC
TfGM,Transport,Traffic Signal Works,10/10/2016,5100100806,"23,682.90",SIEMENS PLC
TfGM,Transport,Traffic Signal Works,10/10/2016,5100100818,"47,156.20",SIEMENS PLC
TfGM,Transport,Traffic Signal Works,10/10/2016,5100100890,"5,904.15",SIEMENS PLC
TfGM,Transport,Training,10/10/2016,5100101205,"1,484.00",ST JOHN AMBULANCE
TfGM,Transport,Property & Equipment Maintenance,10/10/2016,5100100879,-883.34,SWIFT FIRE & SECURITY GROUP PLC
TfGM,Transport,Property & Equipment Maintenance,10/10/2016,5100101107,"2,288.08",SWIFT FIRE & SECURITY GROUP PLC
TfGM,Transport,Business Case Development,10/10/2016,5100099877,"11,421.00",SYSTRA LTD
TfGM,Transport,Computer and Printing Hardware,10/10/2016,5100100760,800.88,TANGIBLE BENEFIT LTD
TfGM,Transport,Business Case Development,10/10/2016,5100099499,"26,250.00",TOLEDO TRANSPORT CONSULTING LIMITED
TfGM,Transport,Business Case Development,10/10/2016,5100101300,"6,250.00",TOLEDO TRANSPORT CONSULTING LIMITED
TfGM,Transport,Traffic Signal Works,10/10/2016,5100099796,"1,525.00",TOTAL COMPUTERS LTD
TfGM,Corporate Services,Printer Consumables,10/10/2016,5100100249,"1,800.00",TOTAL COMPUTERS LTD
TfGM,Corporate Services,IS Consumables,10/10/2016,5100100258,"1,640.00",TOTAL COMPUTERS LTD
TfGM,Transport,Capital Costs - Computer and Communications Equipment,10/10/2016,5100100259,"3,990.00",TOTAL COMPUTERS LTD
TfGM,Transport,Capital Costs - Street Furniture,10/10/2016,5100098910,"2,050.00",TOWNSCAPE PRODUCTS LIMITED
TfGM,Transport,Traffic and Transportation Surveys,10/10/2016,5100100243,"1,395.00",TRACSIS TRAFFIC DATA LTD
TfGM,Transport,Traffic and Transportation Surveys,10/10/2016,5100100344,430,TRACSIS TRAFFIC DATA LTD
TfGM,Transport,Computer and Printing Hardware,10/10/2016,5100100663,784.9,TRANSACT TECHNOLOGY SOLUTIONS LTD
TfGM,Transport,Computer and Printing Hardware,10/10/2016,5100100790,784.9,TRANSACT TECHNOLOGY SOLUTIONS LTD
TfGM,Transport,Cleaning,10/10/2016,5100100994,440,TUDOR CONTRACT CLEANERS LTD
TfGM,Transport,Cleaning,10/10/2016,5100100998,725.17,TUDOR CONTRACT CLEANERS LTD
TfGM,Transport,Cleaning,10/10/2016,5100101000,"1,709.79",TUDOR CONTRACT CLEANERS LTD
TfGM,Transport,Cleaning,10/10/2016,5100101303,"1,139.52",TUDOR CONTRACT CLEANERS LTD
TfGM,Transport,Energy Management Services,10/10/2016,5100100939,"2,675.00",TXM RECRUIT LIMITED
TfGM,Transport,Energy Management Services,10/10/2016,5100100940,"2,675.00",TXM RECRUIT LIMITED
TfGM,Transport,Capital Costs - Utility & Service Diversion Costs,10/10/2016,5100101022,"12,803.68",VIRGIN MEDIA LTD
TfGM,Transport,Security Services,10/10/2016,5100100461,417.91,WIGAN COUNCIL
TfGM,Transport,Vehicle Costs,12/10/2016,1200041025,902.14,ALLSTAR
TfGM,Transport,Travel and Accommodation,12/10/2016,1900049902,"1,234.47",MARINA MANDARIN SINGAPORE
TfGM,Transport,Metrolink Operating Costs,12/10/2016,5100101039,899,METROLINK RATP DEV LTD
TfGM,Transport,Metrolink Operating Costs,12/10/2016,5100101255,"1,548,235.00",METROLINK RATP DEV LTD
TfGM,Transport,Metrolink Operating Costs,12/10/2016,5100101331,"349,032.00",METROLINK RATP DEV LTD
TfGM,Transport,Metrolink Operating Costs,12/10/2016,5100101332,"420,401.00",METROLINK RATP DEV LTD
TfGM,Transport,Project Management Services,12/10/2016,5100101358,"11,200.00",PATTERSON PROJECT MANAGEMENT LTD
