Body Name,Service Area,Expense Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,07/07/2017,5100111025,"49,940.07",NETWORK RAIL
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,07/07/2017,5100111228,"100,001.98",NETWORK RAIL
TfGM,Transport,Concessionary Reimbursement,07/07/2017,1900054935,"1,036.00",PEMBERTON TAXIS
TfGM,Transport,Cycle Training Scheme,07/07/2017,5100111278,750.00,POSITIVE STEPS
TfGM,Corporate Services,IS Software & Maintenance,07/07/2017,5100111259,"11,524.00",PRESIDION LTD
TfGM,Transport,Research Services,07/07/2017,1900054870,500.00,REDACTED
TfGM,Corporate Services,Temporary Vacancy Cover,07/07/2017,1900054880,"4,177.20",REED SPECIALIST RECRUITMENT LTD
TfGM,Corporate Services,Temporary Vacancy Cover,07/07/2017,5100111145,701.63,ROBERT WALTERS PLC
TfGM,Transport,Engineering Support Services,07/07/2017,5100111146,"2,650.00",ROBERT WALTERS PLC
TfGM,Transport,Capital Costs - Smart Ticketing,07/07/2017,5100111147,"2,340.00",ROBERT WALTERS PLC
TfGM,Transport,Capital Costs - Smart Ticketing,07/07/2017,5100111148,"2,250.00",ROBERT WALTERS PLC
TfGM,Transport,Capital Costs - Smart Ticketing,07/07/2017,5100111149,"1,740.00",ROBERT WALTERS PLC
TfGM,Transport,Temporary Vacancy Cover,07/07/2017,5100111150,768.86,ROBERT WALTERS PLC
TfGM,Transport,Capital Costs - Smart Ticketing,07/07/2017,5100111151,"2,750.00",ROBERT WALTERS PLC
TfGM,Transport,Print & Media,07/07/2017,5100109489,"6,007.40",SERVICEPOINT UK
TfGM,Transport,Print & Media,07/07/2017,5100111067,"4,274.00",SERVICEPOINT UK
TfGM,Transport,Capital Costs - Environmental & Ecological Support Services,07/07/2017,5100110034,850.00,SPECIMEN TREES LTD
TfGM,Transport,Capital Costs - Environmental & Ecological Support Services,07/07/2017,5100111276,"1,700.00",SPECIMEN TREES LTD
TfGM,Transport,Supported Bus Services,07/07/2017,1900054881,"25,000.00",STOTTS TOURS
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,07/07/2017,5100111405,"4,901.36",THALES TRANSPORT & SECURITY LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,07/07/2017,5100111406,"3,876.00",THALES TRANSPORT & SECURITY LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,07/07/2017,5100111407,"4,846.00",THALES TRANSPORT & SECURITY LTD
TfGM,Transport,Capital Costs - Substations,07/07/2017,5100111408,"26,666.00",THALES TRANSPORT & SECURITY LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,07/07/2017,5100111409,"2,956.00",THALES TRANSPORT & SECURITY LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,07/07/2017,5100111410,"1,003.00",THALES TRANSPORT & SECURITY LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,07/07/2017,5100111411,"2,962.00",THALES TRANSPORT & SECURITY LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,07/07/2017,5100111412,"5,427.00",THALES TRANSPORT & SECURITY LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,07/07/2017,5100111413,"13,112.00",THALES TRANSPORT & SECURITY LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,07/07/2017,5100111414,"8,685.00",THALES TRANSPORT & SECURITY LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,07/07/2017,5100111415,"4,669.00",THALES TRANSPORT & SECURITY LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,07/07/2017,5100111416,"20,779.00",THALES TRANSPORT & SECURITY LTD
TfGM,Transport,Concessionary Reimbursement,07/07/2017,1900054933,"2,769.00",TRAFFORD CARS LTD
TfGM,Transport,"Rent, Rates & Service Charges",07/07/2017,1900054738,889.42,TRAFFORD MBC
TfGM,Transport,"Rent, Rates & Service Charges",07/07/2017,1900054739,889.42,TRAFFORD MBC
TfGM,Transport,Capital Costs - Project Support Services,07/07/2017,5100111158,"38,025.74",VINCI CONSTRUCTION UK LTD
TfGM,Transport,Concessionary Reimbursement,07/07/2017,1900054930,"1,187.00",ZEB CARS (2011) LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,11/07/2017,1900054956,"1,203.40",2020 FLEET TRAINING LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,11/07/2017,1900054970,"1,312.80",A HOLT
TfGM,Transport,Planning Support Services,11/07/2017,5100111218,"1,362.00",AECOM LTD
TfGM,Transport,Community Engagement Services,11/07/2017,5100111358,"5,890.92",AECOM LTD
TfGM,Transport,Community Engagement Services,11/07/2017,5100111365,437.82,AECOM LTD
TfGM,Transport,Financial and Commercial Support Services,11/07/2017,5100111394,"13,425.27",ARCADIS LLP
TfGM,Transport,Design Support Services,11/07/2017,5100111395,"5,367.19",ARCADIS LLP
TfGM,Transport,Planning Support Services,11/07/2017,5100110794,"7,735.60",ATKINS CONSULTANTS LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,11/07/2017,1900054944,"1,531.60",B ASKHAM
TfGM,Transport,Cycle Training Scheme,11/07/2017,5100111478,450.00,BIKERIGHT FUTURES CIC
TfGM,Transport,Capital Costs - Legal Services,11/07/2017,5100110518,"2,025.64",BIRCHAM DYSON BELL
TfGM,Transport,Capital Costs - Legal Services,11/07/2017,5100111353,"11,489.88",BIRCHAM DYSON BELL
TfGM,Corporate Services,Print & Stationery ,11/07/2017,5100111466,"4,138.46",BOX IT
TfGM,Transport,Capital Costs - Computer and Communications Equipment,11/07/2017,5100096398,"13,996.80",BT PLC
TfGM,Transport,Capital Costs - Computer and Communications Equipment,11/07/2017,5100111418,"2,099.52",BT PLC
TfGM,Transport,Driver Intervention Course Delivery Costs,11/07/2017,1900054969,"1,312.80",C HIRST
TfGM,Transport,Driver Intervention Course Delivery Costs,11/07/2017,1900054978,984.60,C MACCORMACK
TfGM,Transport,Print & Media,11/07/2017,5100110055,"14,655.25",CARAT MEDIA UK LIMITED
TfGM,Transport,Print & Media,11/07/2017,5100111207,"4,210.99",CARAT MEDIA UK LIMITED
TfGM,Transport,Print & Media,11/07/2017,5100111208,"3,024.62",CARAT MEDIA UK LIMITED
TfGM,Transport,Print & Media,11/07/2017,5100111355,561.00,CESTRIAN IMAGING LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,11/07/2017,1900054959,"1,531.60",D ELLIS
TfGM,Transport,Driver Intervention Course Delivery Costs,11/07/2017,1900054965,"1,306.71",D HEATHCOTE
TfGM,Transport,Driver Intervention Course Delivery Costs,11/07/2017,1900054992,765.80,D ROBINSON
TfGM,Transport,Driver Intervention Course Delivery Costs,11/07/2017,1900055003,978.51,D WALSH
TfGM,Transport,Business Case Development,11/07/2017,5100111460,"6,000.00",DELOITTE LLP
TfGM,Transport,Vehicle Repairs & Maintenance,11/07/2017,5100111487,450.00,DIAMOND BUS (NORTH WEST) LTD
TfGM,Transport,Vehicle Repairs & Maintenance,11/07/2017,5100111488,"1,500.00",DIAMOND BUS (NORTH WEST) LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,11/07/2017,1900054991,869.11,DRIVER ACADEMY
TfGM,Transport,Driver Intervention Course Delivery Costs,11/07/2017,1900054997,984.60,DTS LTD
TfGM,Transport,Business Case Development,11/07/2017,5100111532,"3,740.00",DURDAR CONSULTING LTD
TfGM,Transport,Print & Media,11/07/2017,5100111362,"1,300.00",ELITE PROMO UK LTD
TfGM,Transport,Paper and Printing Consumables,11/07/2017,5100111350,"24,908.13",ESP SYSTEX LTD
TfGM,Transport,Paper and Printing Consumables,11/07/2017,5100111351,"28,398.84",ESP SYSTEX LTD
TfGM,Transport,Property & Equipment Maintenance,11/07/2017,5100111286,"(3,937.22)",FES FM LTD
TfGM,Transport,Property & Equipment Maintenance,11/07/2017,5100111287,"3,924.84",FES FM LTD
TfGM,Transport,Property & Equipment Maintenance,11/07/2017,5100111369,"5,086.04",FES FM LTD
TfGM,Transport,Property & Equipment Maintenance,11/07/2017,5100111370,"1,054.08",FES FM LTD
TfGM,Transport,Property & Equipment Maintenance,11/07/2017,5100111371,"5,150.38",FES FM LTD
TfGM,Transport,Property & Equipment Maintenance,11/07/2017,5100111372,"7,134.95",FES FM LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,11/07/2017,5100111567,"(1,694.00)",FIRCROFT ENGINEERING SERVICES LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,11/07/2017,5100111570,"5,082.00",FIRCROFT ENGINEERING SERVICES LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,11/07/2017,5100111571,"2,117.50",FIRCROFT ENGINEERING SERVICES LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,11/07/2017,1900054953,"2,285.22",G CLIFFE
TfGM,Transport,Driver Intervention Course Delivery Costs,11/07/2017,1900054993,547.00,G ROBINSON
TfGM,Transport,Driver Intervention Course Delivery Costs,11/07/2017,1900055004,"1,094.00",G WHITWORTH
TfGM,Corporate Services,Payroll Support Services,11/07/2017,5100111514,"2,900.00",GTR MCR PENSION FUND
TfGM,Transport,Driver Intervention Course Delivery Costs,11/07/2017,1900054955,"1,203.40",H DICKINSON
TfGM,Transport,Print & Media,11/07/2017,5100110565,"11,537.50",HEMISPHERE DESIGN & MRKTNG CONSULT
TfGM,Transport,Driver Intervention Course Delivery Costs,11/07/2017,1900054968,875.20,HOGHTON DRIVING SCHOOL
TfGM,Transport,Driver Intervention Course Delivery Costs,11/07/2017,1900054957,"1,094.00",I DUFF
TfGM,Transport,Driver Intervention Course Delivery Costs,11/07/2017,1900054943,765.80,J AIREY
TfGM,Transport,Driver Intervention Course Delivery Costs,11/07/2017,1900054945,559.12,J BOGGIANO
TfGM,Transport,Driver Intervention Course Delivery Costs,11/07/2017,1900054987,984.60,J MURPHY
TfGM,Transport,Driver Intervention Course Delivery Costs,11/07/2017,1900054974,547.00,K JONES
TfGM,Transport,Driver Intervention Course Delivery Costs,11/07/2017,1900054950,"1,203.40",L CHAPMAN
TfGM,Transport,Highway Safety Support Services,11/07/2017,5100111461,"18,000.00",MANCHESTER CITY COUNCIL
TfGM,Transport,Driver Intervention Course Delivery Costs,11/07/2017,1900054947,"1,203.40",MARK BRENNAN DRIVER TRAINING LIMITE
TfGM,Transport,Metrolink Operating Costs,11/07/2017,5100109235,"3,850.87",METROLINK RATP DEV LTD
TfGM,Transport,Metrolink Operating Costs,11/07/2017,5100110297,"67,194.00",METROLINK RATP DEV LTD
TfGM,Transport,Metrolink Operating Costs,11/07/2017,5100110621,"2,250.00",METROLINK RATP DEV LTD
TfGM,Transport,Capital Costs - Metrolink Operating Costs,11/07/2017,5100110897,"4,178.21",METROLINK RATP DEV LTD
TfGM,Transport,Metrolink Operating Costs,11/07/2017,5100111485,"(33,597.00)",METROLINK RATP DEV LTD
TfGM,Transport,Metrolink Operating Costs,11/07/2017,5100111546,"(1,115.00)",METROLINK RATP DEV LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,11/07/2017,1900054946,"1,531.60",MICHAEL BOLTON DRIVER TRAINING
TfGM,Transport,Business Case Development,11/07/2017,5100111481,"4,242.42",MICHAEL PAGE INTERNATIONAL RECRUITM
TfGM,Transport,Driver Intervention Course Delivery Costs,11/07/2017,1900055000,"1,525.51",MILES AHEADDRIVER TRAINING LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,11/07/2017,5100111479,"19,881.49",MPACT THALES
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,11/07/2017,5100111144,"859,139.24",NETWORK RAIL
TfGM,Transport,Property & Equipment Maintenance,11/07/2017,5100111361,"8,402.97",NOVUS PROPERTY SOLUTIONS LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,11/07/2017,1900054980,"2,066.90",OLIVER MAYSON
TfGM,Transport,Driver Intervention Course Delivery Costs,11/07/2017,1900054942,717.16,P AINSWORTH
TfGM,Transport,Driver Intervention Course Delivery Costs,11/07/2017,1900054948,875.20,P BROMLEY
TfGM,Transport,Driver Intervention Course Delivery Costs,11/07/2017,1900054952,"2,956.25",P CLARKE
TfGM,Transport,Driver Intervention Course Delivery Costs,11/07/2017,1900054962,796.18,P GLEADALL
TfGM,Transport,Driver Intervention Course Delivery Costs,11/07/2017,1900054979,"1,094.00",P MARTIN
TfGM,Transport,Driver Intervention Course Delivery Costs,11/07/2017,1900054995,"2,188.00",PAS DRIVING
TfGM,Transport,Programme and Project Management Services,11/07/2017,5100111492,"4,900.00",PENNA PLC
TfGM,Transport,Driver Intervention Course Delivery Costs,11/07/2017,1900054996,547.00,PETERS DRIVING SCHOOL
TfGM,Transport,Capital Costs - Smart Ticketing,11/07/2017,5100111385,"2,250.00",PRACTICUS LIMITED
TfGM,Transport,Smart Ticketing,11/07/2017,5100111386,"2,500.00",PRACTICUS LIMITED
TfGM,Transport,Capital Costs - Programme and Project Management Services,11/07/2017,5100111387,"1,474.00",PRACTICUS LIMITED
TfGM,Transport,Capital Costs - Smart Ticketing,11/07/2017,5100111388,"2,000.00",PRACTICUS LIMITED
TfGM,Transport,Driver Intervention Course Delivery Costs,11/07/2017,1900054964,"1,203.40",R GREENOUGH
TfGM,Transport,Driver Intervention Course Delivery Costs,11/07/2017,1900054967,984.60,R HILL
TfGM,Transport,Driver Intervention Course Delivery Costs,11/07/2017,1900054977,875.20,R LORD
TfGM,Transport,Postage Costs,11/07/2017,5100111462,629.44,ROYAL MAIL GROUP PLC
TfGM,Transport,Driver Intervention Course Delivery Costs,11/07/2017,1900054971,923.77,S HORSMAN
TfGM,Transport,Driver Intervention Course Delivery Costs,11/07/2017,1900054984,"1,641.00",S MUIRHEAD
TfGM,Transport,Driver Intervention Course Delivery Costs,11/07/2017,1900054994,"1,823.33",S SHAH
TfGM,Transport,Driver Intervention Course Delivery Costs,11/07/2017,1900054989,656.40,SHELLIS SCHOOL OF MOTORING
TfGM,Transport,Traffic Signal Works,11/07/2017,5100111298,"(14,047.60)",SIEMENS PLC
TfGM,Transport,Traffic Signal Works,11/07/2017,5100111299,"14,048.10",SIEMENS PLC
TfGM,Transport,Driver Intervention Course Delivery Costs,11/07/2017,1900054960,"1,458.66",SMJ SCHOOL OF MOTORING
TfGM,Transport,Safety Support Services,11/07/2017,5100111553,"40,500.00",STAGECOACH SERVICES LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,11/07/2017,1900054976,"1,422.20",STEVEN LLOYD APPROVED SCHOOL OF MOT
TfGM,Transport,Traffic Signal Works,11/07/2017,5100111161,926.00,TDC SYSTEMS LTD
TfGM,Transport,Traffic Signal Works,11/07/2017,5100111229,"4,042.25",TDC SYSTEMS LTD
TfGM,Transport,Cleaning,11/07/2017,5100110300,725.17,TUDOR CONTRACT CLEANERS LTD
TfGM,Transport,Cleaning,11/07/2017,5100111474,640.50,TUDOR CONTRACT CLEANERS LTD
TfGM,Transport,Cleaning,11/07/2017,5100111477,640.50,TUDOR CONTRACT CLEANERS LTD
TfGM,Transport,Cleaning,11/07/2017,5100111520,679.49,TUDOR CONTRACT CLEANERS LTD
TfGM,Transport,Cleaning,11/07/2017,5100111551,"1,709.79",TUDOR CONTRACT CLEANERS LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,11/07/2017,1900054958,547.00,V EDWARDS
TfGM,Transport,Driver Intervention Course Delivery Costs,11/07/2017,1900054961,"2,175.82",VINCENT'S DRIVING SCHOOL
TfGM,Transport,Driver Intervention Course Delivery Costs,11/07/2017,1900054973,765.80,WIRRAL DRIVING LTD
TfGM,Transport,Vehicle Costs,12/07/2017,1200045060,753.92,ALLSTAR
TfGM,Transport,Vehicle Costs,14/07/2017,5100111545,425.00,ACTIA UK LTD
TfGM,Corporate Services,Legal Services,14/07/2017,5100111608,"1,810.50",ADDLESHAW GODDARD LLP
TfGM,Transport,Capital Costs - Smart Ticketing,14/07/2017,5100111489,"2,714.91",AECOM LTD
TfGM,Transport,Capital Costs - Research Services,14/07/2017,5100111490,"3,500.00",AECOM LTD
TfGM,Transport,Print & Media,14/07/2017,5100111494,"1,185.08",AECOM LTD
TfGM,Transport,Capital Costs - Research Services,14/07/2017,5100111573,"5,374.50",AECOM LTD
TfGM,Transport,Secondment,14/07/2017,5100111694,"7,947.50",AECOM LTD
TfGM,Transport,Community Engagement Services,14/07/2017,5100111841,"3,415.61",AECOM LTD
TfGM,Transport,Transport Planning & Monitoring Services,14/07/2017,5100111842,"58,487.25",AECOM LTD
TfGM,Corporate Services,IS Support Services,14/07/2017,5100111397,"3,000.00",APPLIED CARD TECHNOLOGIES
TfGM,Transport,IS Software & Maintenance,14/07/2017,5100111640,"33,000.00",APPLIED CARD TECHNOLOGIES
TfGM,Transport,IS Software & Maintenance,14/07/2017,5100111641,"33,000.00",APPLIED CARD TECHNOLOGIES
TfGM,Transport,Concessionary Reimbursement,14/07/2017,1900055032,"235,000.00",ARRIVA MANCHESTER
TfGM,Transport,Supported Bus Services,14/07/2017,1900055101,"26,297.38",ARRIVA MANCHESTER
TfGM,Transport,Supported Bus Services,14/07/2017,1900055102,"37,152.96",ARRIVA MANCHESTER
